BranchCode,BranchName,IFSCCode,MICRCode,ManagerName,State,District,City,Pincode,Phone
BR1215,Elite Heights,LOMX09703,526201525,Sakshi Mishra,Jammu and Kashmir,Pulwama,Pulwama,192301,5400150360
BR1216,Central Avenue,LOMX09704,526201526,Payal Tiwari,Jammu and Kashmir,Ganderbal,Ganderbal,191201,5400150361
BR1217,Silver Road,LOMX09705,526201527,Khushi Pandey,Jammu and Kashmir,Kulgam,Kulgam,192231,5400150362
BR1218,Galaxy Plaza,LOMX09706,526201528,Aarohi Yadav,Jammu and Kashmir,Shopian,Shopian,192303,5400150363
BR1219,Riverfront Market,LOMX09707,526201529,Diya Srivastava,Jammu and Kashmir,Bandipora,Bandipora,193502,5400150364
BR1220,Metro Colony,LOMX09708,526201530,Pari Chauhan,Punjab,Gurdaspur,Gurdaspur,143521,5400150365
BR1221,Royal Square,LOMX09709,526201531,Siya Sharma,Punjab,Tarn Taran,Tarn Taran,143401,5400150366
BR1222,Crystal Avenue,LOMX09710,526201532,Avni Verma,Punjab,Pathankot,Pathankot,145001,5400150367
BR1223,Prime Market,LOMX09711,526201533,Myra Gupta,Punjab,Rupnagar,Rupnagar,140001,5400150368
BR1224,Elite Road,LOMX09712,526201534,Navya Mishra,Punjab,Mansa,Mansa,151505,5400150369
BR1225,Central Park,LOMX09713,526201535,Kiara Tiwari,Punjab,Malerkotla,Malerkotla,148023,5400150370
BR1226,Silver Heights,LOMX09714,526201536,Saanvi Pandey,Punjab,Muktsar,Muktsar,152026,5400150371
BR1227,Galaxy Point,LOMX09715,526201537,Riddhi Yadav,Punjab,Faridkot,Faridkot,151203,5400150372
BR1228,River View,LOMX09716,526201538,Anvi Srivastava,Punjab,Nawanshahr,Nawanshahr,144514,5400150373
BR1229,Prestige Plaza,LOMX09717,526201539,Tanya Chauhan,Punjab,Abohar,Abohar,152116,5400150374
BR1230,Lotus Colony,LOMX09718,526201540,Prisha Sharma,Haryana,Yamunanagar,Yamunanagar,135001,5400150375
BR1231,Metro Heights,LOMX09719,526201541,Aashi Verma,Haryana,Kurukshetra,Kurukshetra,136118,5400150376
BR1232,Royal Market,LOMX09720,526201542,Palak Singh,Haryana,Kaithal,Kaithal,136027,5400150377
BR1233,Crystal Point,LOMX09721,526201543,Anushka Gupta,Haryana,Mahendragarh,Narnaul,123001,5400150378
BR1234,Prime Road,LOMX09722,526201544,Vaishnavi Mishra,Haryana,Charkhi Dadri,Dadri,127306,5400150379
BR1235,Elite Square,LOMX09723,526201545,Saloni Tiwari,Haryana,Nuh,Nuh,122107,5400150380
BR1236,Central Avenue,LOMX09724,526201546,Trisha Pandey,Haryana,Palwal,Palwal,121102,5400150381
BR1237,Silver Colony,LOMX09725,526201547,Ruhi Yadav,Haryana,Fatehabad,Fatehabad,125050,5400150382
BR1238,Galaxy Market,LOMX09726,526201548,Mahi Srivastava,Haryana,Jhajjar,Jhajjar,124103,5400150383
BR1239,Riverfront Plaza,LOMX09727,526201549,Juhi Chauhan,Haryana,Gohana,Gohana,131301,5400150384
BR1240,Prestige Park,LOMX09728,526201550,Anika Sharma,Delhi,South West Delhi,Dwarka,110075,5400150385
BR1241,Royal Avenue,LOMX09729,526201551,Meher Verma,Delhi,East Delhi,Mayur Vihar,110091,5400150386
BR1242,Crystal Road,LOMX09730,526201552,Shanaya Singh,Delhi,North Delhi,Civil Lines,110054,5400150387
BR1243,Metro Plaza,LOMX09731,526201553,Inaya Gupta,Delhi,West Delhi,Paschim Vihar,110063,5400150388
BR1244,Elite Heights,LOMX09732,526201554,Ahana Mishra,Delhi,Central Delhi,Daryaganj,110002,5400150389
BR1245,Prime Point,LOMX09733,526201555,Anvi Tiwari,Delhi,South Delhi,Greater Kailash,110048,5400150390
BR1246,Central Market,LOMX09734,526201556,Mysha Pandey,Delhi,North West Delhi,Rohini,110085,5400150391
BR1247,Silver Square,LOMX09735,526201557,Kyra Yadav,Delhi,North East Delhi,Seelampur,110053,5400150392
BR1248,Galaxy Park,LOMX09736,526201558,Samaira Srivastava,Delhi,Shahdara,Shahdara,110032,5400150393
BR1249,River View,LOMX09737,526201559,Aadhya Chauhan,Delhi,New Delhi,Chanakyapuri,110021,5400150394
BR1250,Lotus Heights,LOMX09738,526201560,Priyanshi Sharma,Gujarat,Kutch,Bhuj,370001,5400150395
BR1251,Metro Colony,LOMX09739,526201561,Kashvi Verma,Gujarat,Bharuch,Bharuch,392001,5400150396
BR1252,Royal Plaza,LOMX09740,526201562,Anika Singh,Gujarat,Navsari,Navsari,396445,5400150397
BR1253,Crystal Market,LOMX09741,526201563,Suhani Gupta,Gujarat,Dahod,Dahod,389151,5400150398
BR1254,Prime Avenue,LOMX09742,526201564,Paridhi Mishra,Gujarat,Godhra,Godhra,389001,5400150399
BR1255,Elite Road,LOMX09743,526201565,Jiya Tiwari,Gujarat,Amreli,Amreli,365601,5400150400
BR1256,Central Point,LOMX09744,526201566,Aarna Pandey,Gujarat,Surendranagar,Surendranagar,363001,5400150401
BR1257,Silver Park,LOMX09745,526201567,Tisha Yadav,Gujarat,Palanpur,Palanpur,385001,5400150402
BR1258,Galaxy Heights,LOMX09746,526201568,Rhea Srivastava,Gujarat,Veraval,Veraval,362265,5400150403
BR1259,Riverfront Road,LOMX09747,526201569,Charvi Chauhan,Gujarat,Morbi,Morbi,363641,5400150404
BR1260,Prestige Colony,LOMX09748,526201570,Pranjal Sharma,Goa,North Goa,Mapusa,403507,5400150405
BR1261,Royal Point,LOMX09749,526201571,Angel Verma,Goa,South Goa,Margao,403601,5400150406
BR1262,Crystal Square,LOMX09750,526201572,Harleen Singh,Goa,North Goa,Panaji,403001,5400150407
BR1263,Metro Market,LOMX09751,526201573,Garima Gupta,Goa,South Goa,Vasco da Gama,403802,5400150408
BR1264,Prime Plaza,LOMX09752,526201574,Reet Mishra,Goa,North Goa,Ponda,403401,5400150409
BR1265,Elite Avenue,LOMX09753,526201575,Prerna Tiwari,Goa,North Goa,Bicholim,403504,5400150410
BR1266,Central Heights,LOMX09754,526201576,Komal Pandey,Goa,South Goa,Cuncolim,403703,5400150411
BR1267,Silver Road,LOMX09755,526201577,Nikita Yadav,Goa,South Goa,Quepem,403705,5400150412
BR1268,Galaxy Colony,LOMX09756,526201578,Shivani Srivastava,Goa,North Goa,Pernem,403512,5400150413
BR1269,River View,LOMX09757,526201579,Sonali Chauhan,Goa,South Goa,Canacona,403702,5400150414
BR1270,Lotus Park,LOMX09758,526201580,Deepika Sharma,Assam,Kamrup,Dispur,781006,5400150415
BR1271,Royal Market,LOMX09759,526201581,Monika Verma,Assam,Dibrugarh,Dibrugarh,786001,5400150416
BR1272,Metro Avenue,LOMX09760,526201582,Rashmi Singh,Assam,Jorhat,Jorhat,785001,5400150417
BR1273,Crystal Plaza,LOMX09761,526201583,Shruti Gupta,Assam,Silchar,Silchar,788001,5400150418
BR1274,Prime Colony,LOMX09762,526201584,Pallavi Mishra,Assam,Nagaon,Nagaon,782001,5400150419
BR1275,Elite Road,LOMX09763,526201585,Bhavya Tiwari,Assam,Tinsukia,Tinsukia,786125,5400150420
BR1276,Central Point,LOMX09764,526201586,Divya Pandey,Assam,Bongaigaon,Bongaigaon,783380,5400150421
BR1277,Silver Heights,LOMX09765,526201587,Sakina Yadav,Assam,Tezpur,Tezpur,784001,5400150422
BR1278,Galaxy Market,LOMX09766,526201588,Farah Srivastava,Assam,Goalpara,Goalpara,783101,5400150423
BR1279,Riverfront Plaza,LOMX09767,526201589,Zoya Chauhan,Assam,Karimganj,Karimganj,788710,5400150424
BR1280,Prestige Avenue,LOMX09768,526201590,Noor Sharma,Assam,Dhubri,Dhubri,783301,5400150425
BR1281,Royal Square,LOMX09769,526201591,Ayesha Verma,Assam,Sivasagar,Sivasagar,785640,5400150426
BR1282,Metro Tower,LOMX09770,526201592,Alina Singh,Assam,Barpeta,Barpeta,781301,5400150427
BR1283,Crystal Colony,LOMX09771,526201593,Hina Gupta,Assam,Nalbari,Nalbari,781335,5400150428
BR1284,Prime Heights,LOMX09772,526201594,Reshma Mishra,Assam,Morigaon,Morigaon,782105,5400150429
BR1285,Elite Market,LOMX09773,526201595,Nazia Tiwari,Assam,Hailakandi,Hailakandi,788151,5400150430
BR1286,Central Road,LOMX09774,526201596,Shazia Pandey,Assam,Dhemaji,Dhemaji,787057,5400150431
BR1287,Silver Point,LOMX09775,526201597,Muskaan Yadav,Assam,Lakhimpur,North Lakhimpur,787001,5400150432
BR1288,Galaxy Plaza,LOMX09776,526201598,Heena Srivastava,Assam,Cachar,Silchar,788001,5400150433
BR1289,River Park,LOMX09777,526201599,Rabia Chauhan,Assam,Udalguri,Udalguri,784509,5400150434
BR1290,Lotus Avenue,LOMX09778,526201600,Nehal Sharma,Assam,Darrang,Mangaldoi,784125,5400150435
BR1291,Royal Colony,LOMX09779,526201601,Sania Verma,Assam,Biswanath,Biswanath Chariali,784176,5400150436
BR1292,Metro Road,LOMX09780,526201602,Mariam Singh,Assam,Chirang,Kajalgaon,783385,5400150437
BR1293,Crystal Point,LOMX09781,526201603,Afreen Gupta,Assam,Baksa,Mushalpur,781372,5400150438
BR1294,Prime Market,LOMX09782,526201604,Rukhsar Mishra,Assam,Majuli,Garamur,785104,5400150439
BR1295,Elite Plaza,LOMX09783,526201605,Humaira Tiwari,Assam,Sonitpur,Tezpur,784001,5400150440
BR1296,Central Square,LOMX09784,526201606,Mehak Pandey,Assam,Golaghat,Golaghat,785621,5400150441
BR1297,Silver Colony,LOMX09785,526201607,Saba Yadav,Assam,Kokrajhar,Kokrajhar,783370,5400150442
BR1298,Galaxy Heights,LOMX09786,526201608,Inaaya Srivastava,Assam,West Karbi Anglong,Hamren,782486,5400150443
BR1299,Riverfront Point,LOMX09787,526201609,Alisha Chauhan,Assam,East Karbi Anglong,Diphu,782460,5400150444
BR1300,Royal Garden,LOMX09788,526201610,Priyanka Sharma,West Bengal,Howrah,Howrah,711101,5400150445
BR1301,Metro Plaza,LOMX09789,526201611,Anjali Verma,West Bengal,Hooghly,Chinsurah,712101,5400150446
BR1302,Crystal Avenue,LOMX09790,526201612,Nikita Singh,West Bengal,Bardhaman,Bardhaman,713101,5400150447
BR1303,Elite Market,LOMX09791,526201613,Shivangi Gupta,West Bengal,Asansol,Asansol,713301,5400150448
BR1304,Central Point,LOMX09792,526201614,Ritika Mishra,West Bengal,Durgapur,Durgapur,713201,5400150449
BR1305,Prime Heights,LOMX09793,526201615,Neelam Tiwari,West Bengal,Nadia,Krishnanagar,741101,5400150450
BR1306,Galaxy Road,LOMX09794,526201616,Preeti Pandey,West Bengal,Murshidabad,Berhampore,742101,5400150451
BR1307,River View,LOMX09795,526201617,Swati Yadav,West Bengal,Malda,Malda,732101,5400150452
BR1308,Silver Square,LOMX09796,526201618,Payal Srivastava,West Bengal,Jalpaiguri,Jalpaiguri,735101,5400150453
BR1309,Prestige Colony,LOMX09797,526201619,Pallavi Chauhan,West Bengal,Cooch Behar,Cooch Behar,736101,5400150454
BR1310,Lotus Plaza,LOMX09798,526201620,Komal Sharma,West Bengal,Darjeeling,Siliguri,734001,5400150455
BR1311,Metro Avenue,LOMX09799,526201621,Ruchi Verma,West Bengal,Alipurduar,Alipurduar,736121,5400150456
BR1312,Royal Point,LOMX09800,526201622,Sonam Singh,West Bengal,Bankura,Bankura,722101,5400150457
BR1313,Crystal Park,LOMX09801,526201623,Monika Gupta,West Bengal,Purulia,Purulia,723101,5400150458
BR1314,Prime Tower,LOMX09802,526201624,Shalini Mishra,West Bengal,Birbhum,Suri,731101,5400150459
BR1315,Elite Heights,LOMX09803,526201625,Aarti Tiwari,West Bengal,East Midnapore,Tamluk,721636,5400150460
BR1316,Central Avenue,LOMX09804,526201626,Deepa Pandey,West Bengal,West Midnapore,Midnapore,721101,5400150461
BR1317,Silver Road,LOMX09805,526201627,Poonam Yadav,West Bengal,North 24 Parganas,Barasat,700124,5400150462
BR1318,Galaxy Plaza,LOMX09806,526201628,Meenakshi Srivastava,West Bengal,South 24 Parganas,Alipore,700027,5400150463
BR1319,Riverfront Market,LOMX09807,526201629,Rekha Chauhan,West Bengal,Kalimpong,Kalimpong,734301,5400150464
BR1320,Metro Colony,LOMX09808,526201630,Kiran Sharma,Odisha,Cuttack,Cuttack,753001,5400150465
BR1321,Royal Square,LOMX09809,526201631,Sarita Verma,Odisha,Puri,Puri,752001,5400150466
BR1322,Crystal Avenue,LOMX09810,526201632,Geeta Singh,Odisha,Sambalpur,Sambalpur,768001,5400150467
BR1323,Prime Market,LOMX09811,526201633,Sunita Gupta,Odisha,Rourkela,Rourkela,769001,5400150468
BR1324,Elite Road,LOMX09812,526201634,Mamta Mishra,Odisha,Balasore,Balasore,756001,5400150469
BR1325,Central Park,LOMX09813,526201635,Vandana Tiwari,Odisha,Baripada,Baripada,757001,5400150470
BR1326,Silver Heights,LOMX09814,526201636,Alka Pandey,Odisha,Angul,Angul,759122,5400150471
BR1327,Galaxy Point,LOMX09815,526201637,Reena Yadav,Odisha,Koraput,Koraput,764020,5400150472
BR1328,River View,LOMX09816,526201638,Seema Srivastava,Odisha,Jeypore,Jeypore,764001,5400150473
BR1329,Prestige Plaza,LOMX09817,526201639,Madhuri Chauhan,Odisha,Rayagada,Rayagada,765001,5400150474
BR1330,Lotus Colony,LOMX09818,526201640,Nisha Sharma,Odisha,Bhadrak,Bhadrak,756100,5400150475
BR1331,Metro Heights,LOMX09819,526201641,Archana Verma,Odisha,Jagatsinghpur,Jagatsinghpur,754103,5400150476
BR1332,Royal Market,LOMX09820,526201642,Chandni Singh,Odisha,Kendrapara,Kendrapara,754211,5400150477
BR1333,Crystal Point,LOMX09821,526201643,Varsha Gupta,Odisha,Dhenkanal,Dhenkanal,759001,5400150478
BR1334,Prime Road,LOMX09822,526201644,Bharti Mishra,Odisha,Keonjhar,Keonjhar,758001,5400150479
BR1335,Elite Square,LOMX09823,526201645,Lata Tiwari,Odisha,Nabarangpur,Nabarangpur,764059,5400150480
BR1336,Central Avenue,LOMX09824,526201646,Sangeeta Pandey,Odisha,Kalahandi,Bhawanipatna,766001,5400150481
BR1337,Silver Colony,LOMX09825,526201647,Rajni Yadav,Odisha,Nuapada,Nuapada,766105,5400150482
BR1338,Galaxy Market,LOMX09826,526201648,Kusum Srivastava,Odisha,Boudh,Boudh,762014,5400150483
BR1339,Riverfront Plaza,LOMX09827,526201649,Usha Chauhan,Odisha,Kandhamal,Phulbani,762001,5400150484
BR1340,Prestige Park,LOMX09828,526201650,Shweta Sharma,Telangana,Warangal,Warangal,506002,5400150485
BR1341,Royal Avenue,LOMX09829,526201651,Radhika Verma,Telangana,Karimnagar,Karimnagar,505001,5400150486
BR1342,Crystal Road,LOMX09830,526201652,Shraddha Singh,Telangana,Nizamabad,Nizamabad,503001,5400150487
BR1343,Metro Plaza,LOMX09831,526201653,Manisha Gupta,Telangana,Khammam,Khammam,507001,5400150488
BR1344,Elite Heights,LOMX09832,526201654,Jyoti Mishra,Telangana,Mahbubnagar,Mahbubnagar,509001,5400150489
BR1345,Prime Point,LOMX09833,526201655,Priyanka Tiwari,Telangana,Adilabad,Adilabad,504001,5400150490
BR1346,Central Market,LOMX09834,526201656,Anamika Pandey,Telangana,Suryapet,Suryapet,508213,5400150491
BR1347,Silver Square,LOMX09835,526201657,Kajal Yadav,Telangana,Siddipet,Siddipet,502103,5400150492
BR1348,Galaxy Park,LOMX09836,526201658,Neetu Srivastava,Telangana,Medak,Medak,502110,5400150493
BR1349,River View,LOMX09837,526201659,Sheetal Chauhan,Telangana,Sangareddy,Sangareddy,502001,5400150494
BR1350,Lotus Heights,LOMX09838,526201660,Anita Sharma,Karnataka,Mysuru,Mysuru,570001,5400150495
BR1351,Metro Colony,LOMX09839,526201661,Shilpa Verma,Karnataka,Hubballi,Hubballi,580020,5400150496
BR1352,Royal Plaza,LOMX09840,526201662,Pratibha Singh,Karnataka,Belagavi,Belagavi,590001,5400150497
BR1353,Crystal Market,LOMX09841,526201663,Kanchan Gupta,Karnataka,Mangaluru,Mangaluru,575001,5400150498
BR1354,Prime Avenue,LOMX09842,526201664,Anju Mishra,Karnataka,Shivamogga,Shivamogga,577201,5400150499
BR1355,Elite Road,LOMX09843,526201665,Rashmi Tiwari,Karnataka,Ballari,Ballari,583101,5400150500
BR1356,Central Point,LOMX09844,526201666,Shobha Pandey,Karnataka,Davanagere,Davanagere,577002,5400150501
BR1357,Silver Park,LOMX09845,526201667,Kirti Yadav,Karnataka,Vijayapura,Vijayapura,586101,5400150502
BR1358,Galaxy Heights,LOMX09846,526201668,Priyanka Srivastava,Karnataka,Udupi,Udupi,576101,5400150503
BR1359,Riverfront Road,LOMX09847,526201669,Manju Chauhan,Karnataka,Hassan,Hassan,573201,5400150504
BR1360,Prestige Colony,LOMX09848,526201670,Neelam Sharma,Tamil Nadu,Madurai,Madurai,625001,5400150505
BR1361,Royal Point,LOMX09849,526201671,Savita Verma,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,620001,5400150506
BR1362,Crystal Square,LOMX09850,526201672,Poonam Singh,Tamil Nadu,Salem,Salem,636001,5400150507
BR1363,Metro Market,LOMX09851,526201673,Sunaina Gupta,Tamil Nadu,Tirunelveli,Tirunelveli,627001,5400150508
BR1364,Prime Plaza,LOMX09852,526201674,Indu Mishra,Tamil Nadu,Erode,Erode,638001,5400150509
BR1365,Elite Avenue,LOMX09853,526201675,Meera Tiwari,Tamil Nadu,Vellore,Vellore,632001,5400150510
BR1366,Central Heights,LOMX09854,526201676,Anjali Pandey,Tamil Nadu,Thoothukudi,Thoothukudi,628001,5400150511
BR1367,Silver Road,LOMX09855,526201677,Ritu Yadav,Tamil Nadu,Dindigul,Dindigul,624001,5400150512
BR1368,Galaxy Colony,LOMX09856,526201678,Priyanka Srivastava,Tamil Nadu,Karur,Karur,639001,5400150513
BR1369,River View,LOMX09857,526201679,Monika Chauhan,Tamil Nadu,Namakkal,Namakkal,637001,5400150514
BR1370,Lotus Park,LOMX09858,526201680,Shweta Sharma,Kerala,Kozhikode,Kozhikode,673001,5400150515
BR1371,Royal Market,LOMX09859,526201681,Radhika Verma,Kerala,Thrissur,Thrissur,680001,5400150516
BR1372,Metro Avenue,LOMX09860,526201682,Shruti Singh,Kerala,Kollam,Kollam,691001,5400150517
BR1373,Crystal Plaza,LOMX09861,526201683,Manisha Gupta,Kerala,Alappuzha,Alappuzha,688001,5400150518
BR1374,Prime Colony,LOMX09862,526201684,Jyoti Mishra,Kerala,Palakkad,Palakkad,678001,5400150519
BR1375,Elite Road,LOMX09863,526201685,Anamika Tiwari,Kerala,Kottayam,Kottayam,686001,5400150520
BR1376,Central Point,LOMX09864,526201686,Kajal Pandey,Kerala,Idukki,Painavu,685603,5400150521
BR1377,Silver Heights,LOMX09865,526201687,Neetu Yadav,Kerala,Pathanamthitta,Pathanamthitta,689645,5400150522
BR1378,Galaxy Market,LOMX09866,526201688,Sheetal Srivastava,Kerala,Malappuram,Malappuram,676505,5400150523
BR1379,Riverfront Plaza,LOMX09867,526201689,Anita Chauhan,Kerala,Wayanad,Kalpetta,673121,5400150524
BR1380,Prestige Avenue,LOMX09868,526201690,Deepika Sharma,Andhra Pradesh,Vijayawada,Vijayawada,520001,5400150525
BR1381,Royal Square,LOMX09869,526201691,Monika Verma,Andhra Pradesh,Visakhapatnam,Visakhapatnam,530001,5400150526
BR1382,Metro Tower,LOMX09870,526201692,Rashmi Singh,Andhra Pradesh,Guntur,Guntur,522001,5400150527
BR1383,Crystal Colony,LOMX09871,526201693,Shruti Gupta,Andhra Pradesh,Nellore,Nellore,524001,5400150528
BR1384,Prime Heights,LOMX09872,526201694,Pallavi Mishra,Andhra Pradesh,Kurnool,Kurnool,518001,5400150529
BR1385,Elite Market,LOMX09873,526201695,Bhavya Tiwari,Andhra Pradesh,Kadapa,Kadapa,516001,5400150530
BR1386,Central Road,LOMX09874,526201696,Divya Pandey,Andhra Pradesh,Anantapur,Anantapur,515001,5400150531
BR1387,Silver Point,LOMX09875,526201697,Sakina Yadav,Andhra Pradesh,Eluru,Eluru,534001,5400150532
BR1388,Galaxy Plaza,LOMX09876,526201698,Farah Srivastava,Andhra Pradesh,Ongole,Ongole,523001,5400150533
BR1389,River Park,LOMX09877,526201699,Zoya Chauhan,Andhra Pradesh,Chittoor,Chittoor,517001,5400150534
BR1390,Lotus Avenue,LOMX09878,526201700,Noor Sharma,Andhra Pradesh,Srikakulam,Srikakulam,532001,5400150535
BR1391,Royal Colony,LOMX09879,526201701,Ayesha Verma,Andhra Pradesh,Vizianagaram,Vizianagaram,535002,5400150536
BR1392,Metro Road,LOMX09880,526201702,Alina Singh,Andhra Pradesh,Amaravati,Amaravati,522503,5400150537
BR1393,Crystal Point,LOMX09881,526201703,Hina Gupta,Andhra Pradesh,Bapatla,Bapatla,522101,5400150538
BR1394,Prime Market,LOMX09882,526201704,Reshma Mishra,Andhra Pradesh,Nandyal,Nandyal,518501,5400150539
BR1395,Elite Plaza,LOMX09883,526201705,Nazia Tiwari,Andhra Pradesh,Tirupati,Tirupati,517501,5400150540
BR1396,Central Square,LOMX09884,526201706,Shazia Pandey,Andhra Pradesh,Machilipatnam,Machilipatnam,521001,5400150541
BR1397,Silver Colony,LOMX09885,526201707,Muskaan Yadav,Andhra Pradesh,Rajahmundry,Rajahmundry,533101,5400150542
BR1398,Galaxy Heights,LOMX09886,526201708,Heena Srivastava,Andhra Pradesh,Kakinada,Kakinada,533001,5400150543
BR1399,Riverfront Point,LOMX09887,526201709,Rabia Chauhan,Andhra Pradesh,Parvathipuram,Parvathipuram,535501,5400150544
BR1400,Sunrise Plaza,LOMX09888,526201710,Priyanka Kapoor,Maharashtra,Nagpur,Nagpur,440001,5400150545
BR1401,Green Valley,LOMX09889,526201711,Anjali Mehta,Maharashtra,Thane,Thane,400601,5400150546
BR1402,Royal Square,LOMX09890,526201712,Neha Arora,Maharashtra,Pune,Pune,411001,5400150547
BR1403,Metro Heights,LOMX09891,526201713,Sneha Bansal,Maharashtra,Navi Mumbai,Navi Mumbai,400703,5400150548
BR1404,Crystal Point,LOMX09892,526201714,Kritika Sharma,Maharashtra,Nanded,Nanded,431601,5400150549
BR1405,Prime Avenue,LOMX09893,526201715,Riya Malhotra,Maharashtra,Parbhani,Parbhani,431401,5400150550
BR1406,Galaxy Market,LOMX09894,526201716,Aditi Khanna,Maharashtra,Beed,Beed,431122,5400150551
BR1407,River View,LOMX09895,526201717,Simran Chawla,Maharashtra,Osmanabad,Osmanabad,413501,5400150552
BR1408,Elite Plaza,LOMX09896,526201718,Muskan Kapoor,Maharashtra,Yavatmal,Yavatmal,445001,5400150553
BR1409,Central Colony,LOMX09897,526201719,Shreya Sinha,Maharashtra,Chandrapur,Chandrapur,442401,5400150554
