BranchCode,BranchName,IFSCCode,MICRCode,ManagerName,State,District,City,Pincode,Phone
BR1410,Lotus Garden,LOMX09898,526201720,Tanvi Jain,Rajasthan,Udaipur,Udaipur,313001,5400150555
BR1411,Silver Heights,LOMX09899,526201721,Avni Agarwal,Rajasthan,Bikaner,Bikaner,334001,5400150556
BR1412,Royal Avenue,LOMX09900,526201722,Sakshi Kapoor,Rajasthan,Jaisalmer,Jaisalmer,345001,5400150557
BR1413,Metro Plaza,LOMX09901,526201723,Anushka Mehta,Rajasthan,Jhalawar,Jhalawar,326001,5400150558
BR1414,Crystal Market,LOMX09902,526201724,Pari Sharma,Rajasthan,Tonk,Tonk,304001,5400150559
BR1415,Prime Point,LOMX09903,526201725,Kiara Bansal,Rajasthan,Dausa,Dausa,303303,5400150560
BR1416,Galaxy Square,LOMX09904,526201726,Navya Arora,Rajasthan,Sawai Madhopur,Sawai Madhopur,322001,5400150561
BR1417,Riverfront Road,LOMX09905,526201727,Diya Khanna,Rajasthan,Karauli,Karauli,322241,5400150562
BR1418,Elite Heights,LOMX09906,526201728,Aarohi Chawla,Rajasthan,Bundi,Bundi,323001,5400150563
BR1419,Prestige Plaza,LOMX09907,526201729,Myra Sinha,Rajasthan,Baran,Baran,325205,5400150564
BR1420,Sunrise Colony,LOMX09908,526201730,Pooja Jain,Gujarat,Surat,Surat,395003,5400150565
BR1421,Royal Market,LOMX09909,526201731,Shivani Agarwal,Gujarat,Vadodara,Vadodara,390001,5400150566
BR1422,Metro Point,LOMX09910,526201732,Nikita Kapoor,Gujarat,Ahmedabad,Ahmedabad,380001,5400150567
BR1423,Crystal Avenue,LOMX09911,526201733,Ritika Mehta,Gujarat,Gandhidham,Gandhidham,370201,5400150568
BR1424,Prime Square,LOMX09912,526201734,Mehak Sharma,Gujarat,Botad,Botad,364710,5400150569
BR1425,Galaxy Plaza,LOMX09913,526201735,Sonam Bansal,Gujarat,Tapi,Vyara,394650,5400150570
BR1426,River View,LOMX09914,526201736,Komal Arora,Gujarat,Aravalli,Modasa,383315,5400150571
BR1427,Elite Colony,LOMX09915,526201737,Rashmi Khanna,Gujarat,Chhota Udepur,Chhota Udepur,391165,5400150572
BR1428,Central Heights,LOMX09916,526201738,Monika Chawla,Gujarat,Devbhoomi Dwarka,Dwarka,361335,5400150573
BR1429,Prestige Road,LOMX09917,526201739,Shweta Sinha,Gujarat,Mahisagar,Lunawada,389230,5400150574
BR1430,Lotus Plaza,LOMX09918,526201740,Ananya Jain,Karnataka,Tumakuru,Tumakuru,572101,5400150575
BR1431,Metro Colony,LOMX09919,526201741,Priyanka Agarwal,Karnataka,Chikkamagaluru,Chikkamagaluru,577101,5400150576
BR1432,Royal Heights,LOMX09920,526201742,Neha Kapoor,Karnataka,Kolar,Kolar,563101,5400150577
BR1433,Crystal Point,LOMX09921,526201743,Sneha Mehta,Karnataka,Raichur,Raichur,584101,5400150578
BR1434,Prime Market,LOMX09922,526201744,Kritika Sharma,Karnataka,Gadag,Gadag,582101,5400150579
BR1435,Galaxy Avenue,LOMX09923,526201745,Riya Bansal,Karnataka,Koppal,Koppal,583231,5400150580
BR1436,River Park,LOMX09924,526201746,Aditi Arora,Karnataka,Chamarajanagar,Chamarajanagar,571313,5400150581
BR1437,Elite Plaza,LOMX09925,526201747,Simran Khanna,Karnataka,Bagalkot,Bagalkot,587101,5400150582
BR1438,Central Road,LOMX09926,526201748,Muskan Chawla,Karnataka,Yadgir,Yadgir,585201,5400150583
BR1439,Prestige Square,LOMX09927,526201749,Shreya Sinha,Karnataka,Haveri,Haveri,581110,5400150584
BR1440,Sunrise Market,LOMX09928,526201750,Tanvi Jain,Tamil Nadu,Coimbatore,Coimbatore,641001,5400150585
BR1441,Royal Plaza,LOMX09929,526201751,Avni Agarwal,Tamil Nadu,Tanjavur,Tanjavur,613001,5400150586
BR1442,Metro Heights,LOMX09930,526201752,Sakshi Kapoor,Tamil Nadu,Tiruppur,Tiruppur,641601,5400150587
BR1443,Crystal Colony,LOMX09931,526201753,Anushka Mehta,Tamil Nadu,Kanchipuram,Kanchipuram,631501,5400150588
BR1444,Prime Road,LOMX09932,526201754,Pari Sharma,Tamil Nadu,Cuddalore,Cuddalore,607001,5400150589
BR1445,Galaxy Point,LOMX09933,526201755,Kiara Bansal,Tamil Nadu,Nagercoil,Nagercoil,629001,5400150590
BR1446,Riverfront Plaza,LOMX09934,526201756,Navya Arora,Tamil Nadu,Theni,Theni,625531,5400150591
BR1447,Elite Market,LOMX09935,526201757,Diya Khanna,Tamil Nadu,Sivaganga,Sivaganga,630561,5400150592
BR1448,Central Avenue,LOMX09936,526201758,Aarohi Chawla,Tamil Nadu,Ramanathapuram,Ramanathapuram,623501,5400150593
BR1449,Prestige Heights,LOMX09937,526201759,Myra Sinha,Tamil Nadu,Virudhunagar,Virudhunagar,626001,5400150594
BR1450,Lotus Point,LOMX09938,526201760,Pooja Jain,Kerala,Ernakulam,Kochi,682011,5400150595
BR1451,Royal Square,LOMX09939,526201761,Shivani Agarwal,Kerala,Kannur,Kannur,670001,5400150596
BR1452,Metro Market,LOMX09940,526201762,Nikita Kapoor,Kerala,Kasaragod,Kasaragod,671121,5400150597
BR1453,Crystal Plaza,LOMX09941,526201763,Ritika Mehta,Kerala,Attingal,Attingal,695101,5400150598
BR1454,Prime Colony,LOMX09942,526201764,Mehak Sharma,Kerala,Chalakudy,Chalakudy,680307,5400150599
BR1455,Galaxy Heights,LOMX09943,526201765,Sonam Bansal,Kerala,Perinthalmanna,Perinthalmanna,679322,5400150600
BR1456,River View,LOMX09944,526201766,Komal Arora,Kerala,Thalassery,Thalassery,670101,5400150601
BR1457,Elite Road,LOMX09945,526201767,Rashmi Khanna,Kerala,Payyanur,Payyanur,670307,5400150602
BR1458,Central Point,LOMX09946,526201768,Monika Chawla,Kerala,Nedumangad,Nedumangad,695541,5400150603
BR1459,Prestige Avenue,LOMX09947,526201769,Shweta Sinha,Kerala,Kayamkulam,Kayamkulam,690502,5400150604
BR1460,Sunrise Plaza,LOMX09948,526201770,Ananya Jain,Madhya Pradesh,Indore,Indore,452001,5400150605
BR1461,Royal Market,LOMX09949,526201771,Priyanka Agarwal,Madhya Pradesh,Bhopal,Bhopal,462001,5400150606
BR1462,Metro Road,LOMX09950,526201772,Neha Kapoor,Madhya Pradesh,Ratlam,Ratlam,457001,5400150607
BR1463,Crystal Heights,LOMX09951,526201773,Sneha Mehta,Madhya Pradesh,Neemuch,Neemuch,458441,5400150608
BR1464,Prime Square,LOMX09952,526201774,Kritika Sharma,Madhya Pradesh,Sehore,Sehore,466001,5400150609
BR1465,Galaxy Market,LOMX09953,526201775,Riya Bansal,Madhya Pradesh,Vidisha,Vidisha,464001,5400150610
BR1466,Riverfront Point,LOMX09954,526201776,Aditi Arora,Madhya Pradesh,Betul,Betul,460001,5400150611
BR1467,Elite Plaza,LOMX09955,526201777,Simran Khanna,Madhya Pradesh,Hoshangabad,Narmadapuram,461001,5400150612
BR1468,Central Colony,LOMX09956,526201778,Muskan Chawla,Madhya Pradesh,Shivpuri,Shivpuri,473551,5400150613
BR1469,Prestige Road,LOMX09957,526201779,Shreya Sinha,Madhya Pradesh,Guna,Guna,473001,5400150614
BR1470,Lotus Garden,LOMX09958,526201780,Tanvi Jain,Chhattisgarh,Dhamtari,Dhamtari,493773,5400150615
BR1471,Royal Plaza,LOMX09959,526201781,Avni Agarwal,Chhattisgarh,Janjgir,Janjgir,495668,5400150616
BR1472,Metro Colony,LOMX09960,526201782,Sakshi Kapoor,Chhattisgarh,Mahasamund,Mahasamund,493445,5400150617
BR1473,Crystal Market,LOMX09961,526201783,Anushka Mehta,Chhattisgarh,Balod,Balod,491226,5400150618
BR1474,Prime Heights,LOMX09962,526201784,Pari Sharma,Chhattisgarh,Bemetara,Bemetara,491335,5400150619
BR1475,Galaxy Avenue,LOMX09963,526201785,Kiara Bansal,Chhattisgarh,Kondagaon,Kondagaon,494226,5400150620
BR1476,River View,LOMX09964,526201786,Navya Arora,Chhattisgarh,Sukma,Sukma,494111,5400150621
BR1477,Elite Square,LOMX09965,526201787,Diya Khanna,Chhattisgarh,Balrampur,Balrampur,497119,5400150622
BR1478,Central Market,LOMX09966,526201788,Aarohi Chawla,Chhattisgarh,Gariaband,Gariaband,493889,5400150623
BR1479,Prestige Point,LOMX09967,526201789,Myra Sinha,Chhattisgarh,Mungeli,Mungeli,495334,5400150624
BR1480,Sunrise Heights,LOMX09968,526201790,Pooja Jain,Goa,Panaji,Panaji,403001,5400150625
BR1481,Royal Avenue,LOMX09969,526201791,Shivani Agarwal,Goa,Mapusa,Mapusa,403507,5400150626
BR1482,Metro Plaza,LOMX09970,526201792,Nikita Kapoor,Goa,Margao,Margao,403601,5400150627
BR1483,Crystal Road,LOMX09971,526201793,Ritika Mehta,Goa,Ponda,Ponda,403401,5400150628
BR1484,Prime Colony,LOMX09972,526201794,Mehak Sharma,Goa,Vasco da Gama,Vasco da Gama,403802,5400150629
BR1485,Galaxy Market,LOMX09973,526201795,Sonam Bansal,Goa,Bicholim,Bicholim,403504,5400150630
BR1486,Riverfront Plaza,LOMX09974,526201796,Komal Arora,Goa,Quepem,Quepem,403705,5400150631
BR1487,Elite Heights,LOMX09975,526201797,Rashmi Khanna,Goa,Cuncolim,Cuncolim,403703,5400150632
BR1488,Central Point,LOMX09976,526201798,Monika Chawla,Goa,Canacona,Canacona,403702,5400150633
BR1489,Prestige Square,LOMX09977,526201799,Shweta Sinha,Goa,Pernem,Pernem,403512,5400150634
BR1490,Lotus Park,LOMX09978,526201800,Ananya Jain,Sikkim,Gangtok,Gangtok,737101,5400150635
BR1491,Royal Market,LOMX09979,526201801,Priyanka Agarwal,Sikkim,Namchi,Namchi,737126,5400150636
BR1492,Metro Heights,LOMX09980,526201802,Neha Kapoor,Sikkim,Gyalshing,Gyalshing,737111,5400150637
BR1493,Crystal Plaza,LOMX09981,526201803,Sneha Mehta,Sikkim,Mangan,Mangan,737116,5400150638
BR1494,Prime Avenue,LOMX09982,526201804,Kritika Sharma,Sikkim,Pakyong,Pakyong,737106,5400150639
BR1495,Galaxy Colony,LOMX09983,526201805,Riya Bansal,Sikkim,Rangpo,Rangpo,737132,5400150640
BR1496,River View,LOMX09984,526201806,Aditi Arora,Sikkim,Singtam,Singtam,737134,5400150641
BR1497,Elite Market,LOMX09985,526201807,Simran Khanna,Sikkim,Jorethang,Jorethang,737121,5400150642
BR1498,Central Road,LOMX09986,526201808,Muskan Chawla,Sikkim,Ravangla,Ravangla,737139,5400150643
BR1499,Prestige Plaza,LOMX09987,526201809,Shreya Sinha,Sikkim,Chungthang,Chungthang,737120,5400150644
BR1500,Emerald Plaza,LOMX09988,526201810,Priya Sharma,Arunachal Pradesh,Papum Pare,Itanagar,791111,5400150645
BR1501,Royal Heights,LOMX09989,526201811,Ananya Verma,Arunachal Pradesh,Tawang,Tawang,790104,5400150646
BR1502,Crystal Avenue,LOMX09990,526201812,Kavya Singh,Arunachal Pradesh,West Kameng,Bomdila,790001,5400150647
BR1503,Metro Point,LOMX09991,526201813,Sneha Gupta,Arunachal Pradesh,East Siang,Pasighat,791102,5400150648
BR1504,Prime Market,LOMX09992,526201814,Aditi Mishra,Arunachal Pradesh,Lohit,Tezu,792001,5400150649
BR1505,Galaxy Square,LOMX09993,526201815,Neha Tiwari,Arunachal Pradesh,Changlang,Changlang,792120,5400150650
BR1506,River View,LOMX09994,526201816,Ishita Pandey,Arunachal Pradesh,Tirap,Khonsa,786630,5400150651
BR1507,Elite Plaza,LOMX09995,526201817,Pooja Yadav,Arunachal Pradesh,Lower Dibang Valley,Roing,792110,5400150652
BR1508,Central Colony,LOMX09996,526201818,Riya Srivastava,Arunachal Pradesh,Namsai,Namsai,792103,5400150653
BR1509,Prestige Road,LOMX09997,526201819,Muskan Chauhan,Arunachal Pradesh,Anjaw,Hawai,792104,5400150654
BR1510,Lotus Heights,LOMX09998,526201820,Shreya Saxena,Nagaland,Kohima,Kohima,797001,5400150655
BR1511,Royal Market,LOMX09999,526201821,Simran Agarwal,Nagaland,Dimapur,Dimapur,797112,5400150656
BR1512,Metro Plaza,LOMX10000,526201822,Tanvi Sharma,Nagaland,Mokokchung,Mokokchung,798601,5400150657
BR1513,Crystal Colony,LOMX10001,526201823,Nandini Gupta,Nagaland,Wokha,Wokha,797111,5400150658
BR1514,Prime Avenue,LOMX10002,526201824,Megha Singh,Nagaland,Zunheboto,Zunheboto,798620,5400150659
BR1515,Galaxy Point,LOMX10003,526201825,Sakshi Mishra,Nagaland,Tuensang,Tuensang,798612,5400150660
BR1516,Riverfront Plaza,LOMX10004,526201826,Payal Tiwari,Nagaland,Mon,Mon,798621,5400150661
BR1517,Elite Heights,LOMX10005,526201827,Khushi Pandey,Nagaland,Phek,Phek,797108,5400150662
BR1518,Central Market,LOMX10006,526201828,Aarohi Yadav,Nagaland,Kiphire,Kiphire,798611,5400150663
BR1519,Prestige Square,LOMX10007,526201829,Diya Srivastava,Nagaland,Longleng,Longleng,798625,5400150664
BR1520,Sunrise Avenue,LOMX10008,526201830,Pari Chauhan,Manipur,Imphal West,Imphal,795001,5400150665
BR1521,Royal Colony,LOMX10009,526201831,Siya Sharma,Manipur,Imphal East,Porompat,795005,5400150666
BR1522,Metro Heights,LOMX10010,526201832,Avni Verma,Manipur,Thoubal,Thoubal,795138,5400150667
BR1523,Crystal Market,LOMX10011,526201833,Myra Gupta,Manipur,Bishnupur,Bishnupur,795126,5400150668
BR1524,Prime Road,LOMX10012,526201834,Navya Mishra,Manipur,Churachandpur,Churachandpur,795128,5400150669
BR1525,Galaxy Plaza,LOMX10013,526201835,Kiara Tiwari,Manipur,Ukhrul,Ukhrul,795142,5400150670
BR1526,River View,LOMX10014,526201836,Saanvi Pandey,Manipur,Senapati,Senapati,795106,5400150671
BR1527,Elite Point,LOMX10015,526201837,Riddhi Yadav,Manipur,Tamenglong,Tamenglong,795141,5400150672
BR1528,Central Square,LOMX10016,526201838,Anvi Srivastava,Manipur,Kakching,Kakching,795103,5400150673
BR1529,Prestige Colony,LOMX10017,526201839,Tanya Chauhan,Manipur,Jiribam,Jiribam,795116,5400150674
BR1530,Lotus Park,LOMX10018,526201840,Prisha Sharma,Meghalaya,East Khasi Hills,Shillong,793001,5400150675
BR1531,Royal Plaza,LOMX10019,526201841,Aashi Verma,Meghalaya,West Garo Hills,Tura,794001,5400150676
BR1532,Metro Avenue,LOMX10020,526201842,Palak Singh,Meghalaya,Jaintia Hills,Jowai,793150,5400150677
BR1533,Crystal Heights,LOMX10021,526201843,Anushka Gupta,Meghalaya,Ri Bhoi,Nongpoh,793102,5400150678
BR1534,Prime Market,LOMX10022,526201844,Vaishnavi Mishra,Meghalaya,South Garo Hills,Baghmara,794102,5400150679
BR1535,Galaxy Road,LOMX10023,526201845,Saloni Tiwari,Meghalaya,West Khasi Hills,Nongstoin,793119,5400150680
BR1536,Riverfront Point,LOMX10024,526201846,Trisha Pandey,Meghalaya,East Garo Hills,Williamnagar,794111,5400150681
BR1537,Elite Colony,LOMX10025,526201847,Ruhi Yadav,Meghalaya,North Garo Hills,Resubelpara,794108,5400150682
BR1538,Central Plaza,LOMX10026,526201848,Mahi Srivastava,Meghalaya,South West Khasi Hills,Mawkyrwat,793114,5400150683
BR1539,Prestige Heights,LOMX10027,526201849,Juhi Chauhan,Meghalaya,South West Garo Hills,Ampati,794115,5400150684
BR1540,Sunrise Market,LOMX10028,526201850,Anika Sharma,Mizoram,Aizawl,Aizawl,796001,5400150685
BR1541,Royal Square,LOMX10029,526201851,Meher Verma,Mizoram,Lunglei,Lunglei,796701,5400150686
BR1542,Metro Point,LOMX10030,526201852,Shanaya Singh,Mizoram,Champhai,Champhai,796321,5400150687
BR1543,Crystal Avenue,LOMX10031,526201853,Inaya Gupta,Mizoram,Kolasib,Kolasib,796081,5400150688
BR1544,Prime Plaza,LOMX10032,526201854,Ahana Mishra,Mizoram,Serchhip,Serchhip,796181,5400150689
BR1545,Galaxy Colony,LOMX10033,526201855,Anvi Tiwari,Mizoram,Mamit,Mamit,796441,5400150690
BR1546,River View,LOMX10034,526201856,Mysha Pandey,Mizoram,Lawngtlai,Lawngtlai,796891,5400150691
BR1547,Elite Heights,LOMX10035,526201857,Kyra Yadav,Mizoram,Saitual,Saitual,796261,5400150692
BR1548,Central Market,LOMX10036,526201858,Samaira Srivastava,Mizoram,Khawzawl,Khawzawl,796310,5400150693
BR1549,Prestige Point,LOMX10037,526201859,Aadhya Chauhan,Mizoram,Hnahthial,Hnahthial,796571,5400150694
BR1550,Lotus Heights,LOMX10038,526201860,Priyanshi Sharma,Tripura,West Tripura,Agartala,799001,5400150695
BR1551,Royal Avenue,LOMX10039,526201861,Kashvi Verma,Tripura,Gomati,Udaipur,799120,5400150696
BR1552,Metro Colony,LOMX10040,526201862,Anika Singh,Tripura,North Tripura,Dharmanagar,799250,5400150697
BR1553,Crystal Market,LOMX10041,526201863,Suhani Gupta,Tripura,Dhalai,Ambassa,799289,5400150698
BR1554,Prime Road,LOMX10042,526201864,Paridhi Mishra,Tripura,Khowai,Khowai,799201,5400150699
BR1555,Galaxy Plaza,LOMX10043,526201865,Jiya Tiwari,Tripura,Sepahijala,Bishalgarh,799102,5400150700
BR1556,Riverfront Square,LOMX10044,526201866,Aarna Pandey,Tripura,Unakoti,Kailashahar,799277,5400150701
BR1557,Elite Point,LOMX10045,526201867,Tisha Yadav,Tripura,South Tripura,Belonia,799155,5400150702
BR1558,Central Heights,LOMX10046,526201868,Rhea Srivastava,Tripura,South Tripura,Santirbazar,799144,5400150703
BR1559,Prestige Colony,LOMX10047,526201869,Charvi Chauhan,Tripura,Gomati,Amarpur,799101,5400150704
BR1560,Sunrise Plaza,LOMX10048,526201870,Pranjal Sharma,Andaman and Nicobar Islands,South Andaman,Port Blair,744101,5400150705
BR1561,Royal Market,LOMX10049,526201871,Angel Verma,Andaman and Nicobar Islands,North and Middle Andaman,Mayabunder,744204,5400150706
BR1562,Metro Heights,LOMX10050,526201872,Harleen Singh,Andaman and Nicobar Islands,Nicobar,Car Nicobar,744301,5400150707
BR1563,Crystal Point,LOMX10051,526201873,Garima Gupta,Andaman and Nicobar Islands,South Andaman,Ferrargunj,744206,5400150708
BR1564,Prime Avenue,LOMX10052,526201874,Reet Mishra,Andaman and Nicobar Islands,South Andaman,Bambooflat,744107,5400150709
BR1565,Galaxy Market,LOMX10053,526201875,Prerna Tiwari,Andaman and Nicobar Islands,North and Middle Andaman,Rangat,744205,5400150710
BR1566,River View,LOMX10054,526201876,Komal Pandey,Andaman and Nicobar Islands,North and Middle Andaman,Diglipur,744202,5400150711
BR1567,Elite Plaza,LOMX10055,526201877,Nikita Yadav,Andaman and Nicobar Islands,South Andaman,Garacharma,744105,5400150712
BR1568,Central Road,LOMX10056,526201878,Shivani Srivastava,Andaman and Nicobar Islands,South Andaman,Aberdeen Bazaar,744101,5400150713
BR1569,Prestige Square,LOMX10057,526201879,Sonali Chauhan,Andaman and Nicobar Islands,South Andaman,Haddo,744102,5400150714
BR1570,Lotus Plaza,LOMX10058,526201880,Deepika Sharma,Chandigarh,Chandigarh,Chandigarh,160017,5400150715
BR1571,Royal Heights,LOMX10059,526201881,Monika Verma,Chandigarh,Chandigarh,Manimajra,160101,5400150716
BR1572,Metro Market,LOMX10060,526201882,Rashmi Singh,Chandigarh,Chandigarh,Sector 22,160022,5400150717
BR1573,Crystal Avenue,LOMX10061,526201883,Shruti Gupta,Chandigarh,Chandigarh,Sector 35,160035,5400150718
BR1574,Prime Colony,LOMX10062,526201884,Pallavi Mishra,Chandigarh,Chandigarh,Sector 17,160017,5400150719
BR1575,Galaxy Road,LOMX10063,526201885,Bhavya Tiwari,Chandigarh,Chandigarh,Sector 8,160009,5400150720
BR1576,River View,LOMX10064,526201886,Divya Pandey,Chandigarh,Chandigarh,Sector 15,160015,5400150721
BR1577,Elite Point,LOMX10065,526201887,Sakina Yadav,Chandigarh,Chandigarh,Sector 37,160036,5400150722
BR1578,Central Square,LOMX10066,526201888,Farah Srivastava,Chandigarh,Chandigarh,Sector 44,160047,5400150723
BR1579,Prestige Heights,LOMX10067,526201889,Zoya Chauhan,Chandigarh,Chandigarh,Sector 46,160047,5400150724
BR1580,Sunrise Colony,LOMX10068,526201890,Noor Sharma,Dadra and Nagar Haveli and Daman and Diu,Daman,Daman,396210,5400150725
BR1581,Royal Square,LOMX10069,526201891,Ayesha Verma,Dadra and Nagar Haveli and Daman and Diu,Diu,Diu,362520,5400150726
BR1582,Metro Plaza,LOMX10070,526201892,Alina Singh,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,Silvassa,396230,5400150727
BR1583,Crystal Market,LOMX10071,526201893,Hina Gupta,Dadra and Nagar Haveli and Daman and Diu,Daman,Moti Daman,396220,5400150728
BR1584,Prime Point,LOMX10072,526201894,Reshma Mishra,Dadra and Nagar Haveli and Daman and Diu,Diu,Ghoghla,362540,5400150729
BR1585,Galaxy Heights,LOMX10073,526201895,Nazia Tiwari,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,Naroli,396235,5400150730
BR1586,Riverfront Plaza,LOMX10074,526201896,Shazia Pandey,Dadra and Nagar Haveli and Daman and Diu,Daman,Nani Daman,396210,5400150731
BR1587,Elite Avenue,LOMX10075,526201897,Muskaan Yadav,Dadra and Nagar Haveli and Daman and Diu,Diu,Vanakbara,362570,5400150732
BR1588,Central Market,LOMX10076,526201898,Heena Srivastava,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,Khanvel,396230,5400150733
BR1589,Prestige Road,LOMX10077,526201899,Rabia Chauhan,Dadra and Nagar Haveli and Daman and Diu,Daman,Kachigam,396215,5400150734
BR1590,Lotus Avenue,LOMX10078,526201900,Nehal Sharma,Ladakh,Leh,Leh,194101,5400150735
BR1591,Royal Plaza,LOMX10079,526201901,Sania Verma,Ladakh,Kargil,Kargil,194103,5400150736
BR1592,Metro Heights,LOMX10080,526201902,Mariam Singh,Ladakh,Leh,Nubra,194401,5400150737
BR1593,Crystal Colony,LOMX10081,526201903,Afreen Gupta,Ladakh,Leh,Diskit,194401,5400150738
BR1594,Prime Market,LOMX10082,526201904,Rukhsar Mishra,Ladakh,Kargil,Drass,194102,5400150739
BR1595,Galaxy Point,LOMX10083,526201905,Humaira Tiwari,Ladakh,Leh,Khaltse,194106,5400150740
BR1596,River View,LOMX10084,526201906,Mehak Pandey,Ladakh,Leh,Nyoma,194404,5400150741
BR1597,Elite Square,LOMX10085,526201907,Saba Yadav,Ladakh,Kargil,Sankoo,194301,5400150742
BR1598,Central Plaza,LOMX10086,526201908,Inaaya Srivastava,Ladakh,Leh,Shey,194201,5400150743
BR1599,Prestige Heights,LOMX10087,526201909,Alisha Chauhan,Ladakh,Kargil,Zanskar,194302,5400150744
